# x
1.000000000000000000e+00 6.666667014360427856e-02 3.333333507180213928e-02
2.105263173580169678e-01 0.000000000000000000e+00 1.111111138015985489e-02
3.684210479259490967e-01 6.666667014360427856e-02 2.222222276031970978e-02
8.947368264198303223e-01 5.555555596947669983e-02 7.777778059244155884e-02
1.000000000000000000e+00 3.333333507180213928e-02 5.555555596947669983e-02
5.263157933950424194e-02 7.777778059244155884e-02 1.000000014901161194e-01
7.368420958518981934e-01 5.555555596947669983e-02 6.666667014360427856e-02
7.894737124443054199e-01 7.777778059244155884e-02 6.666667014360427856e-02
8.947368264198303223e-01 5.555555596947669983e-02 3.333333507180213928e-02
8.947368264198303223e-01 4.444444552063941956e-02 1.111111138015985489e-02
3.157894611358642578e-01 8.888889104127883911e-02 7.777778059244155884e-02
8.421052694320678711e-01 3.333333507180213928e-02 3.333333507180213928e-02
6.842105388641357422e-01 7.777778059244155884e-02 0.000000000000000000e+00
1.578947305679321289e-01 3.333333507180213928e-02 8.888889104127883911e-02
5.263157933950424194e-02 1.111111138015985489e-02 7.777778059244155884e-02
2.105263173580169678e-01 6.666667014360427856e-02 2.222222276031970978e-02
7.368420958518981934e-01 1.000000014901161194e-01 1.111111138015985489e-02
3.684210479259490967e-01 7.777778059244155884e-02 3.333333507180213928e-02
5.263157933950424194e-02 1.111111138015985489e-02 5.555555596947669983e-02
5.263157933950424194e-02 1.111111138015985489e-02 0.000000000000000000e+00
9.473684430122375488e-01 1.000000014901161194e-01 5.555555596947669983e-02
7.894737124443054199e-01 7.777778059244155884e-02 8.888889104127883911e-02
3.684210479259490967e-01 1.111111138015985489e-02 1.000000014901161194e-01
8.947368264198303223e-01 6.666667014360427856e-02 1.000000014901161194e-01
1.052631586790084839e-01 3.333333507180213928e-02 1.111111138015985489e-02
5.789473652839660645e-01 1.111111138015985489e-02 4.444444552063941956e-02
5.263157933950424194e-02 7.777778059244155884e-02 1.000000014901161194e-01
5.263158082962036133e-01 3.333333507180213928e-02 1.000000014901161194e-01
3.684210479259490967e-01 6.666667014360427856e-02 8.888889104127883911e-02
3.157894611358642578e-01 2.222222276031970978e-02 1.000000014901161194e-01
5.263158082962036133e-01 6.666667014360427856e-02 4.444444552063941956e-02
5.263158082962036133e-01 0.000000000000000000e+00 2.222222276031970978e-02
2.105263173580169678e-01 7.777778059244155884e-02 7.777778059244155884e-02
5.263157933950424194e-02 5.555555596947669983e-02 4.444444552063941956e-02
9.473684430122375488e-01 3.333333507180213928e-02 1.000000014901161194e-01
5.263157933950424194e-02 6.666667014360427856e-02 4.444444552063941956e-02
5.789473652839660645e-01 8.888889104127883911e-02 4.444444552063941956e-02
5.263157933950424194e-02 1.000000014901161194e-01 8.888889104127883911e-02
3.157894611358642578e-01 6.666667014360427856e-02 1.000000014901161194e-01
2.105263173580169678e-01 3.333333507180213928e-02 4.444444552063941956e-02
0.000000000000000000e+00 7.777778059244155884e-02 3.333333507180213928e-02
2.631579041481018066e-01 2.222222276031970978e-02 6.666667014360427856e-02
4.736842215061187744e-01 1.000000014901161194e-01 2.222222276031970978e-02
1.052631586790084839e-01 6.666667014360427856e-02 5.555555596947669983e-02
4.736842215061187744e-01 1.000000014901161194e-01 2.222222276031970978e-02
1.000000000000000000e+00 3.333333507180213928e-02 1.000000014901161194e-01
0.000000000000000000e+00 7.777778059244155884e-02 6.666667014360427856e-02
5.263157933950424194e-02 6.666667014360427856e-02 2.222222276031970978e-02
4.210526347160339355e-01 8.888889104127883911e-02 5.555555596947669983e-02
7.894737124443054199e-01 5.555555596947669983e-02 2.222222276031970978e-02
6.315789222717285156e-01 1.000000014901161194e-01 7.777778059244155884e-02
5.789473652839660645e-01 1.111111138015985489e-02 5.555555596947669983e-02
7.894737124443054199e-01 8.888889104127883911e-02 0.000000000000000000e+00
2.105263173580169678e-01 3.333333507180213928e-02 6.666667014360427856e-02
7.368420958518981934e-01 1.111111138015985489e-02 3.333333507180213928e-02
4.210526347160339355e-01 6.666667014360427856e-02 2.222222276031970978e-02
1.000000000000000000e+00 2.222222276031970978e-02 0.000000000000000000e+00
5.263158082962036133e-01 1.000000014901161194e-01 4.444444552063941956e-02
8.421052694320678711e-01 0.000000000000000000e+00 4.444444552063941956e-02
1.578947305679321289e-01 1.111111138015985489e-02 3.333333507180213928e-02
6.315789222717285156e-01 6.666667014360427856e-02 3.333333507180213928e-02
6.315789222717285156e-01 2.222222276031970978e-02 1.111111138015985489e-02
2.631579041481018066e-01 6.666667014360427856e-02 7.777778059244155884e-02
1.000000000000000000e+00 7.777778059244155884e-02 6.666667014360427856e-02
1.000000000000000000e+00 4.444444552063941956e-02 0.000000000000000000e+00
5.263158082962036133e-01 7.777778059244155884e-02 1.111111138015985489e-02
2.105263173580169678e-01 6.666667014360427856e-02 0.000000000000000000e+00
5.263157933950424194e-02 2.222222276031970978e-02 0.000000000000000000e+00
7.894737124443054199e-01 1.000000014901161194e-01 1.111111138015985489e-02
3.157894611358642578e-01 1.111111138015985489e-02 0.000000000000000000e+00
1.578947305679321289e-01 8.888889104127883911e-02 3.333333507180213928e-02
1.578947305679321289e-01 1.111111138015985489e-02 5.555555596947669983e-02
5.263157933950424194e-02 1.000000014901161194e-01 8.888889104127883911e-02
2.631579041481018066e-01 1.000000014901161194e-01 1.111111138015985489e-02
5.789473652839660645e-01 0.000000000000000000e+00 1.111111138015985489e-02
1.000000000000000000e+00 3.333333507180213928e-02 5.555555596947669983e-02
1.000000000000000000e+00 7.777778059244155884e-02 4.444444552063941956e-02
8.947368264198303223e-01 1.111111138015985489e-02 3.333333507180213928e-02
1.052631586790084839e-01 1.111111138015985489e-02 8.888889104127883911e-02
4.210526347160339355e-01 8.888889104127883911e-02 1.000000014901161194e-01
6.315789222717285156e-01 5.555555596947669983e-02 6.666667014360427856e-02
8.421052694320678711e-01 4.444444552063941956e-02 1.111111138015985489e-02
8.947368264198303223e-01 0.000000000000000000e+00 1.000000014901161194e-01
5.263158082962036133e-01 1.111111138015985489e-02 1.000000014901161194e-01
6.315789222717285156e-01 1.000000014901161194e-01 7.777778059244155884e-02
1.000000000000000000e+00 8.888889104127883911e-02 4.444444552063941956e-02
1.578947305679321289e-01 6.666667014360427856e-02 0.000000000000000000e+00
8.421052694320678711e-01 7.777778059244155884e-02 2.222222276031970978e-02
7.894737124443054199e-01 3.333333507180213928e-02 7.777778059244155884e-02
2.105263173580169678e-01 8.888889104127883911e-02 2.222222276031970978e-02
6.315789222717285156e-01 8.888889104127883911e-02 0.000000000000000000e+00
1.578947305679321289e-01 1.111111138015985489e-02 1.111111138015985489e-02
7.894737124443054199e-01 2.222222276031970978e-02 2.222222276031970978e-02
3.684210479259490967e-01 5.555555596947669983e-02 2.222222276031970978e-02
2.105263173580169678e-01 0.000000000000000000e+00 5.555555596947669983e-02
2.105263173580169678e-01 6.666667014360427856e-02 2.222222276031970978e-02
7.894737124443054199e-01 1.000000014901161194e-01 8.888889104127883911e-02
5.263158082962036133e-01 3.333333507180213928e-02 8.888889104127883911e-02
1.578947305679321289e-01 2.222222276031970978e-02 1.111111138015985489e-02
6.842105388641357422e-01 5.555555596947669983e-02 0.000000000000000000e+00
3.684210479259490967e-01 2.222222276031970978e-02 1.111111138015985489e-02
7.368420958518981934e-01 4.444444552063941956e-02 2.222222276031970978e-02
8.947368264198303223e-01 2.222222276031970978e-02 3.333333507180213928e-02
8.947368264198303223e-01 6.666667014360427856e-02 1.111111138015985489e-02
4.736842215061187744e-01 5.555555596947669983e-02 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 6.666667014360427856e-02
7.368420958518981934e-01 6.666667014360427856e-02 5.555555596947669983e-02
9.473684430122375488e-01 6.666667014360427856e-02 0.000000000000000000e+00
5.263157933950424194e-02 6.666667014360427856e-02 2.222222276031970978e-02
3.684210479259490967e-01 3.333333507180213928e-02 8.888889104127883911e-02
2.631579041481018066e-01 7.777778059244155884e-02 1.111111138015985489e-02
0.000000000000000000e+00 1.111111138015985489e-02 8.888889104127883911e-02
2.631579041481018066e-01 6.666667014360427856e-02 7.777778059244155884e-02
1.052631586790084839e-01 0.000000000000000000e+00 4.444444552063941956e-02
3.157894611358642578e-01 7.777778059244155884e-02 0.000000000000000000e+00
5.789473652839660645e-01 6.666667014360427856e-02 7.777778059244155884e-02
8.947368264198303223e-01 4.444444552063941956e-02 8.888889104127883911e-02
6.315789222717285156e-01 4.444444552063941956e-02 8.888889104127883911e-02
1.000000000000000000e+00 8.888889104127883911e-02 6.666667014360427856e-02
2.105263173580169678e-01 2.222222276031970978e-02 2.222222276031970978e-02
3.157894611358642578e-01 1.111111138015985489e-02 2.222222276031970978e-02
0.000000000000000000e+00 5.555555596947669983e-02 0.000000000000000000e+00
6.842105388641357422e-01 3.333333507180213928e-02 5.555555596947669983e-02
2.105263173580169678e-01 7.777778059244155884e-02 0.000000000000000000e+00
4.210526347160339355e-01 2.222222276031970978e-02 3.333333507180213928e-02
9.473684430122375488e-01 1.000000014901161194e-01 6.666667014360427856e-02
2.631579041481018066e-01 1.000000014901161194e-01 4.444444552063941956e-02
5.263158082962036133e-01 8.888889104127883911e-02 8.888889104127883911e-02
5.263157933950424194e-02 4.444444552063941956e-02 8.888889104127883911e-02
6.842105388641357422e-01 1.111111138015985489e-02 0.000000000000000000e+00
5.263158082962036133e-01 8.888889104127883911e-02 5.555555596947669983e-02
7.894737124443054199e-01 6.666667014360427856e-02 6.666667014360427856e-02
8.947368264198303223e-01 3.333333507180213928e-02 1.000000014901161194e-01
5.263158082962036133e-01 1.111111138015985489e-02 0.000000000000000000e+00
5.789473652839660645e-01 8.888889104127883911e-02 8.888889104127883911e-02
0.000000000000000000e+00 8.888889104127883911e-02 1.111111138015985489e-02
3.684210479259490967e-01 1.000000014901161194e-01 4.444444552063941956e-02
1.052631586790084839e-01 0.000000000000000000e+00 4.444444552063941956e-02
3.157894611358642578e-01 1.111111138015985489e-02 2.222222276031970978e-02
3.157894611358642578e-01 1.111111138015985489e-02 8.888889104127883911e-02
5.789473652839660645e-01 7.777778059244155884e-02 7.777778059244155884e-02
1.052631586790084839e-01 4.444444552063941956e-02 6.666667014360427856e-02
6.842105388641357422e-01 4.444444552063941956e-02 4.444444552063941956e-02
4.736842215061187744e-01 1.000000014901161194e-01 7.777778059244155884e-02
3.684210479259490967e-01 3.333333507180213928e-02 6.666667014360427856e-02
0.000000000000000000e+00 4.444444552063941956e-02 3.333333507180213928e-02
3.684210479259490967e-01 6.666667014360427856e-02 7.777778059244155884e-02
1.052631586790084839e-01 2.222222276031970978e-02 7.777778059244155884e-02
6.842105388641357422e-01 3.333333507180213928e-02 2.222222276031970978e-02
7.894737124443054199e-01 5.555555596947669983e-02 1.000000014901161194e-01
5.789473652839660645e-01 5.555555596947669983e-02 4.444444552063941956e-02
5.789473652839660645e-01 8.888889104127883911e-02 8.888889104127883911e-02
0.000000000000000000e+00 5.555555596947669983e-02 6.666667014360427856e-02
4.736842215061187744e-01 8.888889104127883911e-02 5.555555596947669983e-02
5.263158082962036133e-01 6.666667014360427856e-02 1.111111138015985489e-02
3.157894611358642578e-01 5.555555596947669983e-02 6.666667014360427856e-02
5.263158082962036133e-01 8.888889104127883911e-02 8.888889104127883911e-02
3.684210479259490967e-01 1.000000014901161194e-01 6.666667014360427856e-02
2.105263173580169678e-01 6.666667014360427856e-02 2.222222276031970978e-02
7.894737124443054199e-01 5.555555596947669983e-02 6.666667014360427856e-02
2.105263173580169678e-01 1.111111138015985489e-02 3.333333507180213928e-02
6.315789222717285156e-01 5.555555596947669983e-02 1.111111138015985489e-02
2.105263173580169678e-01 2.222222276031970978e-02 2.222222276031970978e-02
4.736842215061187744e-01 1.111111138015985489e-02 4.444444552063941956e-02
5.263157933950424194e-02 1.000000014901161194e-01 3.333333507180213928e-02
5.263157933950424194e-02 5.555555596947669983e-02 3.333333507180213928e-02
5.789473652839660645e-01 6.666667014360427856e-02 4.444444552063941956e-02
5.263158082962036133e-01 6.666667014360427856e-02 1.111111138015985489e-02
7.894737124443054199e-01 1.000000014901161194e-01 5.555555596947669983e-02
4.210526347160339355e-01 2.222222276031970978e-02 5.555555596947669983e-02
7.894737124443054199e-01 1.111111138015985489e-02 3.333333507180213928e-02
1.578947305679321289e-01 0.000000000000000000e+00 3.333333507180213928e-02
6.842105388641357422e-01 4.444444552063941956e-02 5.555555596947669983e-02
6.315789222717285156e-01 2.222222276031970978e-02 2.222222276031970978e-02
1.578947305679321289e-01 5.555555596947669983e-02 0.000000000000000000e+00
8.421052694320678711e-01 6.666667014360427856e-02 4.444444552063941956e-02
5.263157933950424194e-02 4.444444552063941956e-02 7.777778059244155884e-02
5.789473652839660645e-01 2.222222276031970978e-02 8.888889104127883911e-02
1.000000000000000000e+00 6.666667014360427856e-02 7.777778059244155884e-02
4.210526347160339355e-01 3.333333507180213928e-02 2.222222276031970978e-02
3.157894611358642578e-01 2.222222276031970978e-02 8.888889104127883911e-02
1.000000000000000000e+00 0.000000000000000000e+00 1.000000014901161194e-01
6.842105388641357422e-01 0.000000000000000000e+00 6.666667014360427856e-02
5.263158082962036133e-01 3.333333507180213928e-02 1.111111138015985489e-02
1.000000000000000000e+00 1.000000014901161194e-01 2.222222276031970978e-02
9.473684430122375488e-01 1.000000014901161194e-01 7.777778059244155884e-02
5.263158082962036133e-01 4.444444552063941956e-02 8.888889104127883911e-02
0.000000000000000000e+00 6.666667014360427856e-02 7.777778059244155884e-02
5.263158082962036133e-01 8.888889104127883911e-02 3.333333507180213928e-02
4.736842215061187744e-01 6.666667014360427856e-02 7.777778059244155884e-02
3.157894611358642578e-01 2.222222276031970978e-02 1.111111138015985489e-02
5.789473652839660645e-01 5.555555596947669983e-02 8.888889104127883911e-02
2.105263173580169678e-01 1.111111138015985489e-02 7.777778059244155884e-02
4.210526347160339355e-01 3.333333507180213928e-02 7.777778059244155884e-02
2.631579041481018066e-01 2.222222276031970978e-02 3.333333507180213928e-02
2.631579041481018066e-01 3.333333507180213928e-02 3.333333507180213928e-02
9.473684430122375488e-01 5.555555596947669983e-02 6.666667014360427856e-02
3.684210479259490967e-01 8.888889104127883911e-02 8.888889104127883911e-02
2.631579041481018066e-01 7.777778059244155884e-02 7.777778059244155884e-02
8.947368264198303223e-01 6.666667014360427856e-02 8.888889104127883911e-02
1.578947305679321289e-01 6.666667014360427856e-02 3.333333507180213928e-02
3.684210479259490967e-01 8.888889104127883911e-02 5.555555596947669983e-02
2.105263173580169678e-01 1.000000014901161194e-01 5.555555596947669983e-02
4.736842215061187744e-01 6.666667014360427856e-02 1.000000014901161194e-01
2.631579041481018066e-01 6.666667014360427856e-02 7.777778059244155884e-02
2.631579041481018066e-01 0.000000000000000000e+00 8.888889104127883911e-02
5.263158082962036133e-01 5.555555596947669983e-02 2.222222276031970978e-02
7.894737124443054199e-01 7.777778059244155884e-02 5.555555596947669983e-02
1.578947305679321289e-01 2.222222276031970978e-02 3.333333507180213928e-02
2.105263173580169678e-01 6.666667014360427856e-02 6.666667014360427856e-02
4.736842215061187744e-01 1.000000014901161194e-01 2.222222276031970978e-02
5.789473652839660645e-01 6.666667014360427856e-02 6.666667014360427856e-02
